Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Resp_Bloque1.keys,Resp_Bloque1.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,date,frameRate,expName,session,participant,
0.25,Stim\\03_028.jpg,Tr28_2,Tristeza,2,Jonathan pasea al perro.,Afirmación,Tr28,28,,,,,0,0,0,0,,,,,,,,,4,0.70017278741,,,,,2018_may._08_1527,59.9855450325,Experimento Piloto1,001,112,
2.5,Stim\\05_075.jpg,En75_12,Enojo,12,Ana compra el libro.,Afirmación,En75,75,,,,,0,1,1,1,,,,,,,,,2,1.88328995798,,,,,2018_may._08_1527,59.9855450325,Experimento Piloto1,001,112,
0.25,Stim\\02_078.jpg,Al78_11,Alegría,11,María asiste a la cena.,Afirmación,Al78,78,,,,,0,2,2,2,,,,,,,,,3,0.900242045174,,,,,2018_may._08_1527,59.9855450325,Experimento Piloto1,001,112,
0.25,Stim\\02_078.jpg,Al78_8,Alegría,8,Estefanía despierta a las 7 a.m.,Afirmación,Al78,78,,,,,0,3,3,3,,,,,,,,,3,1.06640935979,,,,,2018_may._08_1527,59.9855450325,Experimento Piloto1,001,112,
0.25,Stim\\05_028.jpg,En28_6,Enojo,6,Eduardo camina hacia la biblioteca.,Afirmación,En28,28,,,,,0,4,4,4,,,,,,,,,2,0.600122093583,,,,,2018_may._08_1527,59.9855450325,Experimento Piloto1,001,112,
0.25,Stim\\02_019.jpg,Al19_14,Alegría,14,Elizabeth elige la ropa un día antes.,Afirmación,Al19,19,,,,,0,5,5,5,,,,,,,,,3,0.533681942645,,,,,2018_may._08_1527,59.9855450325,Experimento Piloto1,001,112,
2.5,Stim\\05_078.jpg,En78_1,Enojo,1,Juan colecciona monedas antiguas.,Afirmación,En78,78,,,,,0,6,6,6,,,,,,,,,2,1.88324890312,,,,,2018_may._08_1527,59.9855450325,Experimento Piloto1,001,112,
2.5,Stim\\02_078.jpg,Al78_15,Alegría,15,Ángel envía una carta a la abuela.,Afirmación,Al78,78,,,,,0,7,7,7,,,,,,,,,3,0.700310231941,,,,,2018_may._08_1527,59.9855450325,Experimento Piloto1,001,112,
0.25,Stim\\02_075.jpg,Al75_14,Alegría,14,Elizabeth elige la ropa un día antes.,Afirmación,Al75,75,,,,,0,8,8,8,,,,,,,,,3,1.78359581669,,,,,2018_may._08_1527,59.9855450325,Experimento Piloto1,001,112,
2.5,Stim\\02_075.jpg,Al75_2,Alegría,2,Jonathan pasea al perro.,Afirmación,Al75,75,,,,,0,9,9,9,,,,,,,,,3,0.700335221858,,,,,2018_may._08_1527,59.9855450325,Experimento Piloto1,001,112,
